customer_id,first_name,last_name,email,gender,age,age_group,city,state,region,registration_date,loyalty_tier,total_orders,total_spent
C0426,Lisa,Harris,Harris.Lisa@gmail.com,Male,22,18-25,Phoenix,AZ,Southwest,11/25/2021,Bronze,5,4386
C0427,Karen,Smith,Smith.Karen@gmail.com,Male,51,46+,Chicago,IL,Midwest,4/15/2021,Silver,0,0
C0428,Omar,White,White.Omar@gmail.com,Male,48,46+,Phoenix,AZ,Southwest,8/27/2021,Bronze,1,1109.65
C0429,Sarah,Miller,Miller.Sarah@gmail.com,Female,53,46+,Chicago,IL,Midwest,3/7/2022,Silver,3,1821.67
C0430,Joseph,Johnson,Johnson.Joseph@gmail.com,Female,37,36-45,San Diego,CA,West,3/24/2021,Bronze,0,0
C0431,Hassan,Thomas,Thomas.Hassan@gmail.com,Male,42,36-45,New York,NY,Northeast,7/11/2022,Silver,4,1816.69
C0432,Khalid,Wilson,Wilson.Khalid@gmail.com,Female,45,36-45,Chicago,IL,Midwest,4/29/2023,Bronze,1,371.66
C0433,Omar,Davis,Davis.Omar@gmail.com,Female,19,18-25,Los Angeles,CA,West,3/1/2023,Silver,2,1206.34
C0434,Mary,Miller,Miller.Mary@gmail.com,Female,20,18-25,Houston,TX,South,1/23/2023,Bronze,3,2451.84
C0435,Michael,Harris,Harris.Michael@gmail.com,Female,24,18-25,Dallas,TX,South,11/29/2022,Silver,2,1084.29
C0436,Ahmed,Johnson,Johnson.Ahmed@gmail.com,Male,46,46+,Philadelphia,PA,Northeast,9/17/2021,Silver,1,300.27
C0437,Susan,Johnson,Johnson.Susan@gmail.com,Male,45,36-45,Phoenix,AZ,Southwest,4/26/2021,Bronze,4,2927
C0438,James,Garcia,Garcia.James@gmail.com,Female,39,36-45,San Antonio,TX,South,8/22/2022,Bronze,1,533.74
C0439,Linda,Smith,Smith.Linda@gmail.com,Male,18,18-25,San Antonio,TX,South,8/19/2022,Platinum,2,1415.56
C0440,Lisa,Jones,Jones.Lisa@gmail.com,Female,23,18-25,San Diego,CA,West,3/1/2023,Bronze,3,1437.46
C0441,Sarah,Williams,Williams.Sarah@gmail.com,Female,46,46+,Houston,TX,South,2/17/2023,Platinum,3,2220.78
C0442,Susan,Jones,Jones.Susan@gmail.com,Male,51,46+,New York,NY,Northeast,5/9/2021,Silver,3,926.91
C0443,Karen,Anderson,Anderson.Karen@gmail.com,Female,39,36-45,Houston,TX,South,1/21/2023,Bronze,1,2144.49
C0444,Richard,Anderson,Anderson.Richard@gmail.com,Male,23,18-25,New York,NY,Northeast,9/14/2021,Bronze,3,3445.92
C0445,Joseph,Thompson,Thompson.Joseph@gmail.com,Female,22,18-25,San Diego,CA,West,7/10/2022,Platinum,4,3753
C0446,Charles,Garcia,Garcia.Charles@gmail.com,Female,45,36-45,San Diego,CA,West,11/28/2021,Platinum,2,1213.41
C0447,Amira,King,King.Amira@gmail.com,Male,41,36-45,San Diego,CA,West,3/12/2021,Gold,2,1235.56
C0448,Barbara,Wilson,Wilson.Barbara@gmail.com,Female,33,26-35,Chicago,IL,Midwest,4/10/2022,Bronze,1,529.59
C0449,Layla,Garcia,Garcia.Layla@gmail.com,Male,37,36-45,Dallas,TX,South,9/27/2022,Silver,2,764.62
C0450,David,Williams,Williams.David@gmail.com,Female,43,36-45,Austin,TX,South,7/14/2021,Gold,1,122.54
C0451,Karen,Jones,Jones.Karen@gmail.com,Female,19,18-25,San Diego,CA,West,11/27/2021,Silver,1,988.61
C0452,Patricia,Martin,Martin.Patricia@gmail.com,Male,49,46+,Philadelphia,PA,Northeast,2/14/2021,Bronze,2,1998.08
C0453,Mary,Miller,Miller.Mary@gmail.com,Male,14,18-25,Chicago,IL,Midwest,5/13/2022,Bronze,3,1703.03
C0454,Charles,Thomas,Thomas.Charles@gmail.com,Female,52,46+,Los Angeles,CA,West,6/23/2022,Gold,1,510.14
C0455,Mary,Anderson,Anderson.Mary@gmail.com,Male,42,36-45,Austin,TX,South,9/13/2022,Platinum,0,0
C0456,Rania,Miller,Miller.Rania@gmail.com,Female,53,46+,Los Angeles,CA,West,5/3/2023,Bronze,1,103.61
C0457,Ahmed,Johnson,Johnson.Ahmed@gmail.com,Female,18,18-25,San Diego,CA,West,7/26/2022,Platinum,1,754.92
C0458,Susan,Johnson,Johnson.Susan@gmail.com,Female,17,18-25,San Antonio,TX,South,6/26/2022,Bronze,1,234.55
C0459,Barbara,Williams,Williams.Barbara@gmail.com,Male,16,18-25,Los Angeles,CA,West,6/16/2022,Bronze,4,3206.43
C0460,Linda,Thompson,Thompson.Linda@gmail.com,Female,21,18-25,Los Angeles,CA,West,7/14/2021,Bronze,1,392.66
C0461,Linda,Young,Young.Linda@gmail.com,Male,24,18-25,Dallas,TX,South,7/26/2022,Platinum,6,3507.46
C0462,Layla,Brown,Brown.Layla@gmail.com,Female,35,26-35,Dallas,TX,South,11/22/2022,Silver,2,1392
C0463,Patricia,Garcia,Garcia.Patricia@gmail.com,Male,14,18-25,San Antonio,TX,South,7/18/2022,Silver,1,991.43
C0464,Fatima,Garcia,Garcia.Fatima@gmail.com,Female,38,36-45,Dallas,TX,South,12/27/2021,Silver,1,191.49
C0465,Amira,Anderson,Anderson.Amira@gmail.com,Female,39,36-45,Dallas,TX,South,2/22/2023,Platinum,2,1213.51
C0466,Layla,Taylor,Taylor.Layla@gmail.com,Male,16,18-25,San Antonio,TX,South,7/31/2022,Gold,2,1065.02
C0467,Hassan,Thompson,Thompson.Hassan@gmail.com,Female,37,36-45,Houston,TX,South,1/4/2022,Silver,1,524.01
C0468,James,Johnson,Johnson.James@gmail.com,Female,36,36-45,San Diego,CA,West,9/3/2022,Bronze,4,2553.67
C0469,Khalid,Moore,Moore.Khalid@gmail.com,Male,47,46+,Dallas,TX,South,11/4/2021,Bronze,3,1720.05
C0470,David,Smith,Smith.David@gmail.com,Female,15,18-25,Houston,TX,South,7/21/2022,Gold,0,0
C0471,Rania,Young,Young.Rania@gmail.com,Male,28,26-35,Dallas,TX,South,4/7/2021,Bronze,5,3771.43
C0472,Robert,Jones,Jones.Robert@gmail.com,Female,38,36-45,San Diego,CA,West,1/11/2022,Gold,3,3097.97
C0473,William,Moore,Moore.William@gmail.com,Male,43,36-45,Houston,TX,South,8/8/2022,Silver,3,2089.41
C0474,Layla,Williams,Williams.Layla@gmail.com,Female,44,36-45,Austin,TX,South,3/23/2023,Silver,6,4391.95
C0475,Yusuf,Young,Young.Yusuf@gmail.com,Male,32,26-35,Chicago,IL,Midwest,9/2/2022,Platinum,1,643.16
C0476,Layla,Young,Young.Layla@gmail.com,Female,52,46+,Phoenix,AZ,Southwest,3/22/2021,Bronze,3,2278.42
C0477,Khalid,Jackson,Jackson.Khalid@gmail.com,Female,38,36-45,Philadelphia,PA,Northeast,6/8/2023,Bronze,2,1182.65
C0478,Ahmed,King,King.Ahmed@gmail.com,Male,20,18-25,Houston,TX,South,10/12/2022,Platinum,1,405.29
C0479,Barbara,Martin,Martin.Barbara@gmail.com,Male,51,46+,San Antonio,TX,South,11/23/2021,Gold,3,1942.59
C0480,David,Martin,Martin.David@gmail.com,Male,47,46+,Austin,TX,South,6/6/2021,Bronze,1,883.31
C0481,Hassan,King,King.Hassan@gmail.com,Male,34,26-35,San Antonio,TX,South,8/16/2021,Silver,4,2089.28
C0482,Richard,Jones,Jones.Richard@gmail.com,Male,18,18-25,Phoenix,AZ,Southwest,12/11/2021,Bronze,2,2145.53
C0483,Layla,Johnson,Johnson.Layla@gmail.com,Female,28,26-35,San Diego,CA,West,9/26/2021,Bronze,4,3306.39
C0484,Jessica,Jones,Jones.Jessica@gmail.com,Male,31,26-35,San Antonio,TX,South,5/8/2022,Gold,2,1189.52
C0485,Richard,Young,Young.Richard@gmail.com,Male,32,26-35,Houston,TX,South,7/29/2022,Gold,4,2559.79
C0486,Linda,Williams,Williams.Linda@gmail.com,Female,42,36-45,Dallas,TX,South,3/7/2023,Silver,5,4104.89
C0487,Rania,Young,Young.Rania@gmail.com,Male,23,18-25,Philadelphia,PA,Northeast,4/26/2021,Platinum,2,2247.87
C0488,Susan,Anderson,Anderson.Susan@gmail.com,Male,35,26-35,San Antonio,TX,South,11/25/2021,Silver,2,2541.89
C0489,James,Moore,Moore.James@gmail.com,Male,24,18-25,Austin,TX,South,12/25/2021,Gold,3,2257.23
C0490,Robert,White,White.Robert@gmail.com,Male,26,26-35,San Diego,CA,West,4/18/2023,Bronze,5,3276.31
C0491,Susan,Jones,Jones.Susan@gmail.com,Male,23,18-25,Houston,TX,South,4/26/2021,Platinum,3,1874.88
C0492,Lisa,Jones,Jones.Lisa@gmail.com,Female,43,36-45,New York,NY,Northeast,1/15/2021,Silver,1,1101.55
C0493,Joseph,Harris,Harris.Joseph@gmail.com,Male,40,36-45,Los Angeles,CA,West,12/6/2021,Bronze,4,3142.66
C0494,Michael,Thompson,Thompson.Michael@gmail.com,Female,44,36-45,Dallas,TX,South,7/16/2022,Silver,1,808.3
C0495,Robert,Smith,Smith.Robert@gmail.com,Female,21,18-25,Austin,TX,South,8/20/2022,Platinum,4,2044.96
C0496,William,Garcia,Garcia.William@gmail.com,Male,52,46+,Dallas,TX,South,10/18/2021,Bronze,1,215.49
C0497,Mary,White,White.Mary@gmail.com,Male,41,36-45,Austin,TX,South,3/10/2021,Silver,1,686.83
C0498,Amira,Anderson,Anderson.Amira@gmail.com,Male,24,18-25,Phoenix,AZ,Southwest,1/20/2021,Silver,1,272.85
C0499,Richard,Martin,Martin.Richard@gmail.com,Male,43,36-45,San Antonio,TX,South,11/20/2021,Silver,0,0
C0500,John,Garcia,Garcia.John@gmail.com,Male,30,26-35,Austin,TX,South,5/28/2022,Silver,2,1239.63
